First Name,Last Name,Date of Birth (Y-m-d),State,Sex,Height (cm),Weight (KG)
Claudine,Johnson,22/12/1977,Utah,male,159,53
Dina,Jewess,29/05/1964,Connecticut,female,186,128
Myrl,Funk,25/01/1982,Illinois,male,188,59
Florida,Dickinson,15/09/1975,RhodeIsland,male,153,144
Raven,Windler,01/09/1981,SouthCarolina,male,187,95
Foster,Glover,21/10/1979,NewMexico,female,177,155
Ryan,D'Amore,26/05/1980,NewHampshire,male,200,157
Clara,Bahringer,11/01/1966,Tennessee,female,196,86
Krystel,Hettinger,31/10/1967,Idaho,male,166,58
Marcel,Beatty,21/10/1973,NewMexico,male,190,147
Daniella,Walker,06/08/1979,Ohio,male,198,57
Domenico,Schamberger,28/10/1987,Wyoming,female,157,136
Anibal,Schiller,07/03/1987,SouthCarolina,female,188,109
Amanda,Schaefer,11/10/1976,Washington,female,196,117
Jolie,Dicki,24/10/1965,Arkansas,male,163,87
Tia,Walsh,04/03/1987,Pennsylvania,male,174,146
Efren,Nicolas,11/08/1992,Minnesota,male,168,145
Dennis,Collins,22/07/1973,Iowa,male,174,136
Anne,Sipes,28/12/1984,Texas,male,167,61
Ollie,Pfannerstill,17/08/1990,Idaho,male,182,148
Luna,Tremblay,08/11/1964,Arkansas,male,182,142
Roberta,Lehner,08/02/1989,California,male,185,159
Gina,Schimmel,30/05/1983,Michigan,female,173,131
Reagan,Farrell,11/08/1991,Delaware,male,164,122
Briana,Schiller,05/10/1990,NewMexico,female,200,152
Jaida,Monahan,15/09/1987,NewHampshire,female,154,94
Robin,Quigley,23/07/1978,Nebraska,male,157,135
Omari,Fahey,02/12/1970,Wisconsin,male,158,77
Rickey,Padberg,15/01/1987,NewHampshire,male,176,115
Hailie,Bruen,02/10/1968,NorthDakota,male,198,74
Karianne,Smith,14/05/1992,Alaska,female,163,145
Earlene,Hane,21/09/1985,NewMexico,female,182,111
Camilla,McCullough,18/10/1982,NorthCarolina,female,190,50
Esta,Torphy,22/10/1991,Kansas,male,174,83
Norberto,Gislason,08/08/1969,Alabama,male,190,82
Forrest,McClure,13/10/1979,Florida,female,172,92
Cesar,Skiles,28/09/1991,NorthDakota,male,198,108
Geovany,Cormier,03/11/1970,Utah,female,166,126
Judson,Stamm,21/10/1975,SouthCarolina,male,174,72
Heidi,Okuneva,26/08/1990,Ohio,female,187,66
Abagail,Jerde,31/08/1987,Missouri,male,194,95
Golden,Sauer,06/12/1989,Maryland,female,193,55
Chaya,Cassin,22/07/1992,Georgia,female,191,143
Mia,Braun,23/07/1965,Florida,male,176,87
Felicia,Hahn,07/07/1990,SouthCarolina,female,194,64
Ryley,Gutkowski,27/03/1984,Nebraska,female,157,112
Tracy,Hayes,02/08/1983,Hawaii,male,192,106
Elza,Sporer,01/06/1977,SouthCarolina,male,164,141
Kali,Thompson,03/05/1973,Illinois,male,199,83
Claudine,Torp,24/12/1984,Indiana,male,163,53
Humberto,Hilpert,20/08/1972,NewJersey,female,189,150
Lyda,Corkery,04/05/1978,Kentucky,female,157,133
Billie,Green,23/11/1985,Delaware,female,154,112
Kristofer,Bashirian,06/04/1984,Mississippi,male,150,58
Terrell,Schowalter,18/10/1986,Arkansas,male,162,154
Cordie,Bode,03/10/1984,RhodeIsland,female,189,59
Jadon,Bailey,19/12/1985,Georgia,male,184,151
Scottie,Pfeffer,31/08/1970,Wisconsin,male,155,70
Wilfredo,Schinner,02/12/1970,Connecticut,male,161,68
Brice,Aufderhar,20/07/1982,Oregon,male,177,98
Ronny,Abshire,12/09/1972,Kentucky,male,150,73
Aileen,Willms,01/04/1986,Tennessee,male,195,90
Therese,Kunze,08/06/1966,Colorado,female,191,99
Shayna,Runolfsson,07/10/1981,Oklahoma,female,180,101
Zane,Rempel,27/01/1966,Washington,female,185,128
Eldon,Mills,01/01/1992,NewJersey,female,197,104
Gavin,Kuphal,05/10/1992,Hawaii,female,187,69
Catharine,Parker,01/09/1969,Georgia,female,152,81
Kaleb,Paucek,09/03/1973,Arizona,male,158,107
Kendrick,Stokes,28/12/1971,SouthDakota,male,180,57
Neil,Roob,30/01/1976,Nebraska,female,152,59
Janet,Reilly,10/04/1974,Illinois,male,171,158
Leopold,Dare,21/08/1973,Delaware,female,176,138
Sammy,Swaniawski,20/02/1967,Washington,female,160,93
Donato,Bogisich,22/09/1969,WestVirginia,female,199,60
Brody,Haley,29/10/1976,Connecticut,male,184,53
Kelley,Little,26/08/1974,Washington,male,173,135
Wilfredo,Lowe,15/01/1984,Kentucky,female,158,140
Brooke,Lindgren,02/05/1980,Hawaii,male,152,159
Sadie,Jenkins,30/09/1988,SouthDakota,male,155,114
Jerrold,Brekke,02/11/1989,Massachusetts,male,180,120
Margarete,Armstrong,28/07/1980,Hawaii,male,165,55
Edythe,Buckridge,24/01/1972,Connecticut,male,169,114
Thomas,Hermann,09/12/1976,Wyoming,male,195,137
Barton,Ernser,15/11/1978,NorthDakota,female,194,133
Dimitri,Balistreri,18/04/1976,Hawaii,female,178,96
Marlon,Fahey,28/01/1990,NewJersey,male,187,147
Bianka,Cruickshank,14/02/1968,Wyoming,male,153,53
Leland,Cormier,02/02/1978,California,male,186,59
Damion,Murazik,18/10/1984,NorthCarolina,female,193,71
Liza,Greenholt,19/05/1983,Michigan,male,153,138
Ephraim,Kemmer,09/11/1991,Connecticut,male,168,61
Kavon,Kiehn,27/02/1984,Missouri,male,182,103
Conrad,Koelpin,05/10/1974,SouthDakota,female,185,91
Raegan,Bins,30/11/1972,Indiana,female,157,76
Ilene,Heidenreich,11/10/1970,Missouri,female,185,138
Edwin,Altenwerth,26/11/1978,Wyoming,female,164,108
Lora,Bogan,23/01/1990,Indiana,female,182,116
Maribel,Hettinger,29/12/1965,NewYork,female,190,84
Felipa,Breitenberg,29/08/1989,Colorado,male,198,68
Abraham,Witting,13/04/1993,Vermont,female,184,76
Magdalena,Smith,21/05/1986,Hawaii,male,152,116
Muriel,Altenwerth,22/02/1978,Oklahoma,female,173,75
Laurel,Berge,08/10/1990,Arkansas,female,173,152
Tianna,Crooks,07/01/1987,Indiana,male,163,58
Oran,Steuber,11/09/1977,Mississippi,female,190,136
Davin,Waelchi,18/10/1981,RhodeIsland,male,188,56
Macie,Borer,08/08/1987,Massachusetts,male,180,126
Ivah,Bins,19/09/1979,Kentucky,male,173,103
Wilber,Ortiz,20/07/1993,Louisiana,female,170,97
Dennis,McKenzie,02/04/1981,Arizona,female,178,61
Della,Bogisich,02/12/1984,NewMexico,male,175,65
Garth,Conroy,21/06/1993,Nebraska,female,178,117
Esmeralda,Strosin,30/10/1964,NorthCarolina,female,154,58
Dorthy,Friesen,08/09/1978,Mississippi,female,199,87
Isabella,Haley,06/01/1982,Ohio,male,155,64
King,Becker,18/11/1979,Kentucky,male,152,148
Floyd,Hills,04/12/1974,Wisconsin,male,175,103
Ludwig,Goyette,03/10/1968,Tennessee,female,178,153
Kali,Walsh,15/05/1975,Idaho,male,197,88
Rosamond,Schuster,03/09/1989,Washington,male,174,150
Raquel,Rowe,03/02/1977,Illinois,male,162,95
Julien,Streich,14/12/1987,Alabama,female,181,156
Dayton,Hettinger,28/07/1988,NewJersey,female,161,54
Lacey,Douglas,14/10/1970,Maryland,male,188,51
Myrl,Mitchell,22/04/1983,Arkansas,male,169,64
Santa,Harvey,15/06/1972,Louisiana,male,189,69
Wilfredo,Hoppe,10/03/1967,Georgia,female,160,125
Larissa,Huels,09/08/1964,Maryland,female,167,76
Ludwig,Mayer,15/12/1974,Nebraska,male,199,68
Ashton,Kerluke,07/11/1982,Nevada,female,151,121
Kristina,Mann,18/10/1971,Alaska,male,158,148
Cody,Turner,19/04/1977,Minnesota,male,173,106
Rick,Jenkins,14/11/1988,Virginia,male,168,132
Clarissa,Schuppe,24/09/1975,NewHampshire,male,167,105
Maryam,Ward,18/07/1969,Oregon,female,183,147
Alyson,Cremin,17/01/1983,Indiana,female,155,121
Merl,Bashirian,02/02/1975,Massachusetts,male,172,145
Robbie,Klocko,21/09/1985,Nebraska,female,163,73
Coby,Leffler,20/08/1968,Iowa,female,150,70
Eldon,Kris,13/06/1991,NewHampshire,male,155,73
Ali,Larkin,07/01/1964,Arizona,male,155,92
Breanne,Douglas,08/02/1984,Michigan,female,176,144
Phoebe,Dach,18/06/1983,NewYork,female,194,73
Jose,Heathcote,05/04/1987,Arizona,male,164,111
Dwight,Lemke,06/01/1967,California,female,185,74
Bertram,Schroeder,19/01/1987,Maryland,female,162,85
Ali,McClure,01/03/1982,Indiana,male,198,135
Rahul,Hahn,08/01/1984,Georgia,female,168,53
Bettye,Doyle,11/10/1971,Missouri,female,200,54
Camila,Lesch,29/10/1976,Texas,male,190,66
Aaron,Prohaska,04/02/1966,Wyoming,male,162,78
Providenci,Hansen,01/09/1970,NewMexico,male,178,135
Elda,Turcotte,12/08/1988,Alaska,female,170,122
Alek,Roberts,18/12/1976,Colorado,male,200,153
Dayna,Powlowski,22/01/1965,Iowa,male,153,119
Henry,Hyatt,05/03/1986,NewYork,female,151,146
Audreanne,Hammes,25/03/1968,Utah,male,182,142
Tyra,Mayert,05/02/1983,Wyoming,male,155,70
Dominic,Macejkovic,18/10/1982,RhodeIsland,male,190,69
Jamil,Beer,05/02/1988,Mississippi,female,184,157
Elta,VonRueden,25/10/1985,Massachusetts,female,189,72
Lambert,Hoeger,29/06/1973,WestVirginia,female,162,135
Kiel,Mertz,28/04/1964,Florida,male,178,69
Gregory,Schaden,25/08/1972,Tennessee,male,154,68
Chet,Adams,07/06/1979,Mississippi,female,158,75
Richard,Sporer,07/02/1986,Alaska,female,174,79
Mitchell,Zieme,10/11/1978,Mississippi,female,155,151
Jalyn,Morar,21/02/1974,Washington,female,175,52
Gilbert,Hudson,25/12/1987,RhodeIsland,female,197,142
Ford,Ullrich,16/01/1964,Massachusetts,female,170,106
Dax,Halvorson,02/02/1983,Pennsylvania,male,151,80
Lafayette,Kshlerin,26/08/1976,Florida,female,196,107
Earl,Zulauf,20/08/1982,Idaho,male,179,57
Leonel,Lowe,09/01/1990,NewMexico,male,194,66
Neal,Schuppe,09/01/1992,Wyoming,male,155,86
Brandi,Haley,02/12/1975,NewYork,female,200,139
Araceli,Funk,08/09/1968,California,female,186,151
Brigitte,Nicolas,30/06/1976,Pennsylvania,female,164,97
Keeley,Gaylord,18/01/1965,Vermont,male,152,90
Jean,Aufderhar,31/01/1978,Kansas,female,200,135
Dawn,Lind,14/01/1969,WestVirginia,male,195,139
Justina,Hand,31/03/1993,Maryland,female,200,129
Lawrence,Wunsch,20/09/1976,Minnesota,female,194,81
Amos,Heller,29/12/1971,Illinois,male,197,68
Katelynn,Powlowski,20/05/1972,Oklahoma,male,157,81
Beaulah,West,15/04/1964,NorthDakota,male,181,79
Brandon,Cartwright,24/08/1987,Montana,male,166,160
Celine,D'Amore,15/07/1974,Michigan,male,199,81
Dagmar,Kunze,10/07/1971,Arizona,female,181,87
Ivah,Gleason,03/03/1980,Kentucky,female,155,85
Carmine,Breitenberg,28/08/1991,Texas,male,155,72
Kayla,Kub,08/08/1973,Utah,male,169,72
Viola,Leffler,29/11/1988,Kansas,male,158,58
Murl,Nitzsche,15/01/1984,Nebraska,female,151,50
Aditya,Beer,18/04/1993,RhodeIsland,female,151,68
Natalie,Stark,31/05/1986,Georgia,male,168,135
Jayme,Kerluke,22/06/1973,Maryland,male,175,61
Kellen,Homenick,11/04/1970,Wisconsin,male,178,57
Soledad,Witting,29/05/1975,SouthCarolina,female,151,126
Cheyanne,Hand,04/03/1974,Wyoming,male,194,138
Arjun,Tillman,16/08/1977,NewYork,male,174,150
Lonzo,Rippin,14/11/1984,Illinois,male,196,81
Osvaldo,Oberbrunner,03/03/1989,Michigan,female,151,99
Roy,Treutel,24/03/1974,Iowa,female,173,102
Talia,Bernier,29/07/1971,Iowa,female,152,105
Liana,Kerluke,01/03/1992,Iowa,female,196,145
Ashly,Bruen,08/10/1989,Pennsylvania,female,152,90
Jamaal,Jacobi,09/04/1975,Wisconsin,female,159,151
Eulalia,Gerhold,27/08/1969,Indiana,male,180,155
Dashawn,Stehr,23/10/1991,Minnesota,male,168,141
Webster,Gleason,27/11/1984,Florida,male,171,84
Rowena,Nader,09/08/1981,Nevada,male,186,73
Florine,Durgan,19/03/1986,Missouri,female,159,77
Dina,Halvorson,10/04/1975,Florida,male,188,128
Jaycee,Corkery,04/10/1976,Pennsylvania,female,166,133
Emanuel,Harris,25/01/1990,NewYork,female,152,124
Rita,Collier,28/09/1966,Wyoming,female,177,130
Talon,Larson,14/04/1966,NewMexico,female,157,150
Irving,Hyatt,04/05/1991,Tennessee,female,192,105
Robbie,Reilly,03/02/1976,Iowa,female,159,145
Jo,McClure,04/07/1989,Louisiana,female,167,81
Darrick,Tillman,19/08/1964,Connecticut,male,170,160
Durward,Fisher,27/07/1983,Florida,male,187,70
Eldred,Hammes,08/09/1989,Alabama,male,177,154
Mittie,Schmitt,19/10/1986,Idaho,female,190,78
Neil,King,03/07/1987,Kansas,female,177,83
Jayden,Ankunding,27/09/1983,Indiana,male,158,144
Laurianne,Bernhard,11/07/1982,NorthDakota,male,156,50
Gordon,Ernser,14/12/1979,NewJersey,female,151,141
Kennith,Stehr,14/03/1988,Iowa,female,194,51
Connie,Goldner,01/03/1968,Ohio,female,177,89
Antonette,Russel,03/01/1965,Delaware,female,176,133
Golda,Jacobi,23/07/1967,Minnesota,male,186,104
Octavia,Schowalter,29/05/1991,Georgia,female,158,52
Vaughn,Quitzon,29/11/1981,Idaho,male,166,140
Candelario,Powlowski,30/08/1976,Maine,female,162,89
Kirstin,Cremin,23/11/1974,Vermont,male,192,107
Luther,Spinka,01/09/1989,Kentucky,male,156,121
Winifred,McLaughlin,26/09/1972,Maine,male,167,124
Derek,Hansen,07/03/1975,Connecticut,male,153,110
Marlee,Funk,21/11/1966,Wisconsin,female,182,59
Kaylah,Mueller,06/07/1970,Illinois,male,175,116
Pamela,Pfannerstill,15/10/1980,Maryland,female,167,85
Maurine,Ankunding,19/08/1967,Connecticut,female,170,104
Ora,Hauck,05/10/1975,RhodeIsland,female,169,140
Katharina,Walter,20/04/1979,Hawaii,male,181,56
Wellington,Senger,16/09/1984,Massachusetts,female,158,148
Gardner,Johnson,09/07/1992,Idaho,male,178,52
Aidan,Quigley,01/09/1990,Indiana,female,198,90
Jaylin,Erdman,26/01/1979,Missouri,male,159,97
Hillard,Hahn,06/07/1966,NewMexico,male,171,57
Diana,Luettgen,13/05/1992,Michigan,male,150,112
Kamren,Olson,24/09/1964,Virginia,male,167,151
Leonel,Muller,07/10/1968,Arizona,female,159,84
Kennedy,Swaniawski,21/12/1964,Wisconsin,female,152,125
Kristy,Kuvalis,16/06/1982,Massachusetts,female,186,83
Jailyn,Feeney,20/06/1968,Hawaii,female,188,100
Madilyn,Runolfsdottir,06/10/1984,Oklahoma,female,165,51
Horacio,Boehm,06/04/1989,Oklahoma,male,175,156
Jane,Ziemann,06/11/1966,Alaska,male,168,65
Elaina,Becker,19/01/1975,Texas,female,189,112
Frederick,Mills,29/12/1974,Ohio,male,163,113
Destini,Schaefer,21/04/1965,WestVirginia,male,168,152
Katelyn,Jacobson,18/01/1976,Montana,male,189,62
Korbin,Rodriguez,28/07/1992,Ohio,male,184,67
Reynold,Hermann,07/06/1970,Massachusetts,male,170,147
Hazel,Ullrich,01/08/1964,RhodeIsland,female,159,120
Anibal,Beer,24/06/1974,Vermont,female,193,153
Gracie,Yost,16/03/1989,Connecticut,female,178,97
Gabriel,Ledner,03/12/1979,Mississippi,female,181,137
Wilhelmine,Smith,18/06/1972,Iowa,male,154,112
Blake,Schuster,16/03/1992,Vermont,male,182,142
Gunner,Ullrich,18/11/1965,Minnesota,female,188,71
Rozella,Ruecker,20/09/1973,Indiana,male,190,157
Aidan,McDermott,30/07/1971,NewJersey,male,156,123
Alvina,McClure,05/02/1987,Kansas,male,156,57
Burdette,Lindgren,21/10/1981,Montana,female,172,78
Gayle,Eichmann,12/04/1971,Missouri,female,161,63
Candido,Kessler,25/10/1976,Indiana,male,200,124
Corene,Lakin,18/03/1983,Kansas,female,187,80
America,Schmeler,29/07/1991,Massachusetts,male,181,91
Estel,D'Amore,11/08/1981,Minnesota,male,153,52
Bo,Jacobson,29/07/1977,Washington,male,154,136
Stanton,Johnson,06/10/1970,Kansas,male,150,112
Isabel,Armstrong,24/09/1978,SouthDakota,male,153,125
Arely,Blanda,22/12/1967,Maryland,male,163,140
Eliezer,Breitenberg,16/09/1974,Illinois,male,167,79
Antonina,Nader,01/07/1981,Ohio,female,153,104
Bernardo,Mitchell,18/06/1974,NewYork,male,187,104
Pearlie,Quigley,29/04/1969,Washington,male,191,75
Ivory,Abbott,05/11/1978,NorthDakota,female,185,144
Richard,Balistreri,28/12/1964,NewJersey,female,156,152
D'angelo,Hoppe,30/07/1973,WestVirginia,female,170,50
Elenor,Kozey,05/12/1978,RhodeIsland,male,194,52
Morgan,Hirthe,08/01/1979,Louisiana,female,166,59
Marcia,Hermann,05/11/1974,NewJersey,female,170,88
Angie,Harris,23/06/1989,SouthCarolina,female,179,127
Larissa,Rolfson,13/05/1981,Louisiana,male,200,135
Maximillia,Hoeger,20/06/1970,NewHampshire,female,177,105
Myrna,Wiza,24/04/1967,RhodeIsland,male,188,85
Charley,Little,29/03/1972,Mississippi,male,161,51
Camylle,Rutherford,23/10/1993,Connecticut,female,154,66
Cortez,Rau,28/02/1987,Kentucky,female,199,111
Tyrell,Hagenes,26/02/1966,Idaho,male,182,97
Otha,Wisozk,14/08/1980,Colorado,male,193,132
Deven,Monahan,09/07/1974,Delaware,male,188,67
Jo,Balistreri,24/05/1974,Kansas,male,174,130
Katharina,Jacobi,26/06/1974,Utah,female,174,130
Trever,Nitzsche,29/05/1977,NewYork,male,199,78
Hilario,McCullough,30/11/1971,Iowa,female,197,50
Ebba,Sauer,22/08/1990,Michigan,female,156,76
Aniyah,Kub,27/09/1977,Vermont,female,159,86
Jaylan,Thiel,09/09/1989,SouthDakota,male,158,83
Hallie,Brakus,17/06/1970,Pennsylvania,female,157,153
Laverna,Rath,04/12/1990,RhodeIsland,female,158,137
Ruthe,Hoeger,20/02/1975,NewMexico,female,163,110
Emilio,Yundt,30/03/1978,SouthCarolina,male,185,54
Adolf,Osinski,22/11/1983,NorthCarolina,male,193,107
Jarvis,Strosin,02/08/1990,Connecticut,male,188,103
Dawson,Orn,10/10/1986,Michigan,male,159,96
Grayce,Kuhn,24/08/1972,Texas,female,196,111
Arne,Bahringer,04/10/1983,Hawaii,male,183,132
Tyra,Rath,25/01/1988,Maryland,male,178,151
Porter,Cremin,23/03/1991,SouthDakota,male,200,57
Berniece,Kemmer,29/11/1967,NorthCarolina,male,194,75
Pink,Hudson,26/11/1978,Minnesota,female,174,103
Mac,Wunsch,07/09/1982,Montana,female,162,70
Adonis,Oberbrunner,20/05/1968,Arkansas,male,188,53
Kathlyn,Abbott,28/03/1982,SouthCarolina,female,199,138
Jaclyn,Sawayn,03/03/1982,Massachusetts,male,172,158
Kyleigh,Kutch,24/10/1978,Washington,female,197,149
Norbert,Kunde,20/11/1990,Kansas,male,183,112
Jailyn,Volkman,08/12/1969,Illinois,male,185,63
Keshawn,Walter,06/11/1977,Colorado,male,153,63
Leonor,Leuschke,18/02/1981,Connecticut,female,167,159
Alanis,Walker,31/10/1988,Oklahoma,male,171,102
Olen,Ledner,18/10/1979,Idaho,male,152,130
Ramiro,Kerluke,25/03/1974,Connecticut,male,186,103
Theodora,Howell,07/04/1992,Alabama,male,195,100
Verlie,Leannon,27/07/1990,Oklahoma,male,178,149
Dewitt,Hudson,11/08/1977,WestVirginia,female,183,142
Margot,Langosh,16/03/1975,Massachusetts,female,165,103
Conrad,Ruecker,15/11/1989,Idaho,female,184,71
Andrew,Heidenreich,26/07/1979,Georgia,female,200,77
Alexane,Gusikowski,10/04/1971,NorthDakota,female,167,117
Ofelia,Wiza,15/10/1984,Alaska,male,198,53
Meggie,Zboncak,04/08/1972,Ohio,female,151,59
Bud,Kunze,06/06/1978,Texas,male,165,139
Ellie,Adams,26/03/1987,Virginia,female,180,128
Emerald,Toy,21/12/1969,Arizona,female,184,80
Earnest,Cummings,10/12/1973,Mississippi,female,188,153
Libby,Smith,09/05/1989,Louisiana,male,187,75
Ernestine,Zemlak,07/09/1980,Nevada,male,163,150
Anderson,Mayer,16/10/1980,Hawaii,female,197,148
Mable,Tremblay,08/11/1965,Kentucky,male,186,76
Paris,Feeney,11/11/1982,Utah,male,174,70
Alfreda,Streich,27/06/1990,Massachusetts,male,186,74
Charles,Runte,11/03/1964,Arkansas,male,184,106
Ashley,Ledner,14/03/1967,Ohio,female,156,61
Ethel,Spencer,26/06/1970,Tennessee,male,151,137
Dorothy,Rowe,26/11/1988,Washington,male,192,111
Mckenzie,Walsh,27/12/1986,SouthDakota,male,173,81
Tiffany,Gutkowski,11/07/1992,Nebraska,male,179,111
Scarlett,Lakin,29/01/1964,NorthCarolina,male,195,104
Reanna,O'Keefe,12/06/1989,Idaho,male,172,71
Jedediah,Kuhn,08/05/1969,NewHampshire,male,181,124
Maude,Zemlak,20/12/1973,SouthCarolina,female,191,92
Kari,Hartmann,27/09/1973,Ohio,male,154,57
Ruthe,Douglas,04/09/1976,Montana,male,159,72
Furman,Cruickshank,12/11/1978,Illinois,male,200,76
Amelia,Purdy,27/02/1973,Oklahoma,female,153,58
Dominic,Larson,08/09/1964,Virginia,female,154,110
Justus,Stehr,14/07/1974,Iowa,male,166,63
Annamarie,Conroy,16/10/1972,Delaware,female,173,51
Joyce,Casper,30/08/1991,California,male,175,101
Beatrice,Herzog,20/01/1979,California,female,189,58
Peggie,Green,06/05/1980,Pennsylvania,male,162,148
Toy,Kris,26/08/1980,Pennsylvania,male,196,159
Nick,McLaughlin,10/04/1979,Idaho,female,155,69
Blair,Marvin,24/12/1989,Hawaii,female,171,68
Glenda,Schinner,29/12/1987,Georgia,female,175,77
Lionel,Hilpert,03/12/1977,Utah,male,157,86
Shania,McKenzie,18/09/1986,Vermont,male,153,122
Elody,Padberg,26/05/1975,Texas,female,178,62
Adrian,Mohr,05/09/1993,Oregon,female,177,118
Albin,Nolan,29/01/1980,Massachusetts,male,186,93
Jackie,Corwin,05/10/1983,Missouri,female,178,119
Florida,Rau,13/11/1979,Colorado,female,190,110
Jessyca,Maggio,02/08/1969,RhodeIsland,male,154,123
Tommie,McGlynn,12/04/1977,Florida,male,180,58
Mae,Zboncak,07/05/1965,Connecticut,female,167,114
Michaela,Fisher,17/11/1972,Massachusetts,female,158,130
Albert,Runte,27/06/1968,NorthDakota,male,177,139
Alta,Harber,02/06/1978,Hawaii,female,151,90
Kaia,Heaney,30/01/1970,Hawaii,male,176,150
Terence,Abbott,13/09/1976,Colorado,female,175,118
Izabella,Stoltenberg,23/07/1979,Mississippi,male,178,69
Rusty,West,26/08/1985,Iowa,female,175,157
Colby,Halvorson,21/07/1975,Delaware,male,171,56
Emmanuel,Kunde,25/08/1970,Oregon,female,176,123
Margarette,Barton,18/09/1984,Michigan,male,190,51
Reid,Bechtelar,11/10/1974,Alabama,female,165,70
Heidi,Weimann,14/10/1967,Oklahoma,female,157,130
Rosalee,O'Keefe,19/08/1972,Colorado,male,182,132
Bella,Kuphal,17/10/1991,Indiana,female,163,80
Marcia,Bauch,24/07/1973,Hawaii,female,174,135
Asha,McCullough,01/01/1990,Colorado,female,155,86
Katelynn,Champlin,10/04/1974,Indiana,female,167,140
Mireya,Wilkinson,24/09/1983,Washington,female,157,75
Gwen,Collins,10/01/1981,Maine,male,180,133
Dasia,Veum,04/07/1964,Maryland,male,155,109
Aliya,Larkin,04/11/1977,Nevada,female,161,143
Leslie,Jenkins,01/01/1988,Michigan,male,153,159
Adonis,Denesik,04/03/1986,Alabama,male,185,120
Amina,Kris,25/01/1970,Arkansas,male,186,148
Alize,Wisozk,23/01/1989,Iowa,male,182,92
Clarissa,Mante,07/04/1980,WestVirginia,male,158,103
Ibrahim,Eichmann,23/08/1969,Georgia,male,194,142
Cheyanne,Heaney,26/12/1965,Alabama,male,178,157
Pearl,Rau,14/12/1976,Mississippi,male,165,112
Hal,Kling,17/07/1983,WestVirginia,female,185,125
Hobart,Rutherford,02/12/1982,Illinois,female,156,150
Bradly,Kuvalis,22/03/1985,Vermont,female,187,156
Araceli,Cassin,01/04/1991,Montana,male,152,123
Joaquin,Howell,05/07/1974,Wyoming,male,156,91
Ally,Hoeger,22/01/1976,Connecticut,female,174,50
Daniela,Altenwerth,21/09/1974,Washington,female,180,68
Elmo,Walsh,12/05/1985,Wyoming,female,151,54
Janis,Abshire,07/10/1964,Virginia,female,165,116
Adaline,Torp,01/05/1973,Massachusetts,male,190,149
Demarco,Stroman,01/11/1978,WestVirginia,male,152,116
Jamey,Bergnaum,20/08/1973,Louisiana,female,192,130
Rahul,Padberg,11/04/1978,Colorado,female,173,100
Tina,Purdy,10/04/1981,Vermont,female,153,106
Abagail,Lemke,16/10/1988,SouthCarolina,female,165,120
Arvel,Heller,30/03/1976,Oregon,female,172,61
Nicholas,Windler,05/06/1976,RhodeIsland,male,199,127
Marisol,Welch,12/08/1974,Iowa,male,199,131
Nico,Cummerata,05/05/1982,Nebraska,female,190,53
Ricardo,Pollich,25/03/1977,Iowa,female,180,141
Jovani,Bogisich,11/05/1972,Louisiana,male,198,146
Katarina,Hammes,11/03/1966,Colorado,female,200,128
Cheyanne,Monahan,07/08/1979,WestVirginia,male,197,67
Otilia,Hoppe,23/12/1988,Iowa,female,192,74
